2021-04-08 11:54:29.714842 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715081 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715231 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715396 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715501 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715602 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715701 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715803 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.715902 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.715999 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716099 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716198 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716298 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716395 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716543 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716641 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716741 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.716838 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:54:29.716935 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populating workers...
2021-04-08 11:54:29.717031 CEST | [multi_agent_per_av_part_bits_rep_2021_04_08_11_46_28_0006] Populated
2021-04-08 11:55:45.103524 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.103732 CEST | NumTrajs                     4
2021-04-08 11:55:45.103922 CEST | Entropy                      1.27234
2021-04-08 11:55:45.104137 CEST | Perplexity                   3.56918
2021-04-08 11:55:45.104350 CEST | StdReturn                    0.0906881
2021-04-08 11:55:45.104573 CEST | MaxReturn                  999.869
2021-04-08 11:55:45.104748 CEST | MinReturn                  999.645
2021-04-08 11:55:45.104917 CEST | Iteration                   36
2021-04-08 11:55:45.105121 CEST | AverageDiscountedReturn    545.111
2021-04-08 11:55:45.105325 CEST | AverageReturn              841.827
2021-04-08 11:55:45.105476 CEST | ExplainedVariance            0.651997
2021-04-08 11:55:45.105625 CEST | NumTrajs                     5
2021-04-08 11:55:45.105772 CEST | Entropy                      1.27234
2021-04-08 11:55:45.105921 CEST | Perplexity                   3.56918
2021-04-08 11:55:45.106066 CEST | StdReturn                  315.99
2021-04-08 11:55:45.106218 CEST | MaxReturn                  999.868
2021-04-08 11:55:45.106389 CEST | MinReturn                  209.847
2021-04-08 11:55:45.106537 CEST | Iteration                   36
2021-04-08 11:55:45.106689 CEST | AverageDiscountedReturn    633.85
2021-04-08 11:55:45.106845 CEST | AverageReturn              999.813
2021-04-08 11:55:45.106995 CEST | ExplainedVariance            0.88343
2021-04-08 11:55:45.107181 CEST | NumTrajs                     4
2021-04-08 11:55:45.107335 CEST | Entropy                      1.27234
2021-04-08 11:55:45.107486 CEST | Perplexity                   3.56918
2021-04-08 11:55:45.107637 CEST | StdReturn                    0.0453275
2021-04-08 11:55:45.107809 CEST | MaxReturn                  999.859
2021-04-08 11:55:45.107961 CEST | MinReturn                  999.747
2021-04-08 11:55:45.108114 CEST | Iteration                   36
2021-04-08 11:55:45.108274 CEST | AverageDiscountedReturn    633.828
2021-04-08 11:55:45.108425 CEST | AverageReturn              999.775
2021-04-08 11:55:45.108575 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.108726 CEST | NumTrajs                     4
2021-04-08 11:55:45.108882 CEST | Entropy                      1.27234
2021-04-08 11:55:45.109039 CEST | Perplexity                   3.56918
2021-04-08 11:55:45.109194 CEST | StdReturn                    0.050714
2021-04-08 11:55:45.109351 CEST | MaxReturn                  999.844
2021-04-08 11:55:45.109498 CEST | MinReturn                  999.725
2021-04-08 11:55:45.109653 CEST | Iteration                   36
2021-04-08 11:55:45.109805 CEST | AverageDiscountedReturn    633.831
2021-04-08 11:55:45.109961 CEST | AverageReturn              999.786
2021-04-08 11:55:45.110112 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.110271 CEST | NumTrajs                     4
2021-04-08 11:55:45.110425 CEST | Entropy                      1.27234
2021-04-08 11:55:45.110618 CEST | Perplexity                   3.56918
2021-04-08 11:55:45.110781 CEST | StdReturn                    0.054676
2021-04-08 11:55:45.110935 CEST | MaxReturn                  999.84
2021-04-08 11:55:45.111135 CEST | MinReturn                  999.694
2021-04-08 11:55:45.111285 CEST | Iteration                   36
2021-04-08 11:55:45.111433 CEST | AverageDiscountedReturn    509.049
2021-04-08 11:55:45.111582 CEST | AverageReturn              801.82
2021-04-08 11:55:45.111729 CEST | ExplainedVariance            0.941164
2021-04-08 11:55:45.111876 CEST | NumTrajs                     5
2021-04-08 11:55:45.112021 CEST | Entropy                      1.27234
2021-04-08 11:55:45.112173 CEST | Perplexity                   3.56918
2021-04-08 11:55:45.112314 CEST | StdReturn                  395.92
2021-04-08 11:55:45.112457 CEST | MaxReturn                  999.809
2021-04-08 11:55:45.112608 CEST | MinReturn                    9.9801
2021-04-08 11:55:45.112755 CEST | Iteration                   36
2021-04-08 11:55:45.112900 CEST | AverageDiscountedReturn    633.803
2021-04-08 11:55:45.113052 CEST | AverageReturn              999.752
2021-04-08 11:55:45.113198 CEST | ExplainedVariance            0.977146
2021-04-08 11:55:45.113361 CEST | NumTrajs                     4
2021-04-08 11:55:45.113610 CEST | Entropy                      1.27234
2021-04-08 11:55:45.113839 CEST | Perplexity                   3.56918
2021-04-08 11:55:45.114001 CEST | StdReturn                    0.044371
2021-04-08 11:55:45.114148 CEST | MaxReturn                  999.823
2021-04-08 11:55:45.114320 CEST | MinReturn                  999.702
2021-04-08 11:55:45.114494 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.114696 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.114865 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.115074 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.115331 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.115537 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.115717 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.115911 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.116099 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.116394 CEST | AveragePolicyStd             0.863637
2021-04-08 11:55:45.116667 CEST | Iteration                   37
2021-04-08 11:55:45.116916 CEST | AverageDiscountedReturn    633.846
2021-04-08 11:55:45.117129 CEST | AverageReturn              999.816
2021-04-08 11:55:45.117332 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.117570 CEST | NumTrajs                     4
2021-04-08 11:55:45.117786 CEST | Entropy                      1.27128
2021-04-08 11:55:45.117975 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.118188 CEST | StdReturn                    0.0416461
2021-04-08 11:55:45.118381 CEST | MaxReturn                  999.877
2021-04-08 11:55:45.118567 CEST | MinReturn                  999.767
2021-04-08 11:55:45.118762 CEST | Iteration                   37
2021-04-08 11:55:45.118948 CEST | AverageDiscountedReturn    633.842
2021-04-08 11:55:45.119162 CEST | AverageReturn              999.81
2021-04-08 11:55:45.119333 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.119496 CEST | NumTrajs                     4
2021-04-08 11:55:45.119656 CEST | Entropy                      1.27128
2021-04-08 11:55:45.119824 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.120026 CEST | StdReturn                    0.0787884
2021-04-08 11:55:45.120211 CEST | MaxReturn                  999.869
2021-04-08 11:55:45.120434 CEST | MinReturn                  999.674
2021-04-08 11:55:45.120630 CEST | Iteration                   37
2021-04-08 11:55:45.120781 CEST | AverageDiscountedReturn    633.855
2021-04-08 11:55:45.120934 CEST | AverageReturn              999.828
2021-04-08 11:55:45.121098 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.121247 CEST | NumTrajs                     4
2021-04-08 11:55:45.121395 CEST | Entropy                      1.27128
2021-04-08 11:55:45.121551 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.121710 CEST | StdReturn                    0.0246666
2021-04-08 11:55:45.121868 CEST | MaxReturn                  999.86
2021-04-08 11:55:45.122025 CEST | MinReturn                  999.793
2021-04-08 11:55:45.122179 CEST | Iteration                   37
2021-04-08 11:55:45.122337 CEST | AverageDiscountedReturn    633.832
2021-04-08 11:55:45.122495 CEST | AverageReturn              999.791
2021-04-08 11:55:45.122653 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.122803 CEST | NumTrajs                     4
2021-04-08 11:55:45.122964 CEST | Entropy                      1.27128
2021-04-08 11:55:45.123155 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.123314 CEST | StdReturn                    0.0766772
2021-04-08 11:55:45.123466 CEST | MaxReturn                  999.879
2021-04-08 11:55:45.123628 CEST | MinReturn                  999.698
2021-04-08 11:55:45.123782 CEST | Iteration                   37
2021-04-08 11:55:45.123937 CEST | AverageDiscountedReturn    633.831
2021-04-08 11:55:45.124093 CEST | AverageReturn              999.802
2021-04-08 11:55:45.124249 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.124443 CEST | NumTrajs                     4
2021-04-08 11:55:45.124607 CEST | Entropy                      1.27128
2021-04-08 11:55:45.124759 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.124914 CEST | StdReturn                    0.0674869
2021-04-08 11:55:45.125069 CEST | MaxReturn                  999.844
2021-04-08 11:55:45.125222 CEST | MinReturn                  999.686
2021-04-08 11:55:45.125390 CEST | Iteration                   37
2021-04-08 11:55:45.125550 CEST | AverageDiscountedReturn    633.829
2021-04-08 11:55:45.125699 CEST | AverageReturn              999.794
2021-04-08 11:55:45.125855 CEST | ExplainedVariance            1
2021-04-08 11:55:45.126012 CEST | NumTrajs                     4
2021-04-08 11:55:45.126166 CEST | Entropy                      1.27128
2021-04-08 11:55:45.126316 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.126469 CEST | StdReturn                    0.0543669
2021-04-08 11:55:45.126623 CEST | MaxReturn                  999.87
2021-04-08 11:55:45.126779 CEST | MinReturn                  999.728
2021-04-08 11:55:45.126938 CEST | Iteration                   37
2021-04-08 11:55:45.127111 CEST | AverageDiscountedReturn    507.061
2021-04-08 11:55:45.127270 CEST | AverageReturn              799.833
2021-04-08 11:55:45.127422 CEST | ExplainedVariance            0.969534
2021-04-08 11:55:45.127576 CEST | NumTrajs                     5
2021-04-08 11:55:45.127731 CEST | Entropy                      1.27128
2021-04-08 11:55:45.127886 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.128044 CEST | StdReturn                  399.917
2021-04-08 11:55:45.128197 CEST | MaxReturn                  999.835
2021-04-08 11:55:45.128353 CEST | MinReturn                    0
2021-04-08 11:55:45.128508 CEST | Iteration                   37
2021-04-08 11:55:45.128664 CEST | AverageDiscountedReturn    633.844
2021-04-08 11:55:45.128816 CEST | AverageReturn              999.794
2021-04-08 11:55:45.128971 CEST | ExplainedVariance            0.997997
2021-04-08 11:55:45.129129 CEST | NumTrajs                     4
2021-04-08 11:55:45.129281 CEST | Entropy                      1.27128
2021-04-08 11:55:45.129440 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.129594 CEST | StdReturn                    0.0513958
2021-04-08 11:55:45.129746 CEST | MaxReturn                  999.868
2021-04-08 11:55:45.129899 CEST | MinReturn                  999.725
2021-04-08 11:55:45.130059 CEST | Iteration                   37
2021-04-08 11:55:45.130350 CEST | AverageDiscountedReturn    633.813
2021-04-08 11:55:45.130574 CEST | AverageReturn              999.763
2021-04-08 11:55:45.130778 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.130959 CEST | NumTrajs                     4
2021-04-08 11:55:45.131194 CEST | Entropy                      1.27128
2021-04-08 11:55:45.131381 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.131553 CEST | StdReturn                    0.0907852
2021-04-08 11:55:45.131751 CEST | MaxReturn                  999.825
2021-04-08 11:55:45.131925 CEST | MinReturn                  999.607
2021-04-08 11:55:45.132097 CEST | Iteration                   37
2021-04-08 11:55:45.132266 CEST | AverageDiscountedReturn    633.8
2021-04-08 11:55:45.132441 CEST | AverageReturn              999.746
2021-04-08 11:55:45.132612 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.132816 CEST | NumTrajs                     4
2021-04-08 11:55:45.133027 CEST | Entropy                      1.27128
2021-04-08 11:55:45.133243 CEST | Perplexity                   3.56542
2021-04-08 11:55:45.133452 CEST | StdReturn                    0.053205
2021-04-08 11:55:45.133660 CEST | MaxReturn                  999.818
2021-04-08 11:55:45.133869 CEST | MinReturn                  999.673
2021-04-08 11:55:45.134079 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.134279 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.134468 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.134621 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.134774 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.134930 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.135115 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.135302 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.135458 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.135655 CEST | AveragePolicyStd             0.862728
2021-04-08 11:55:45.135869 CEST | Iteration                   38
2021-04-08 11:55:45.136033 CEST | AverageDiscountedReturn    633.849
2021-04-08 11:55:45.136186 CEST | AverageReturn              999.8
2021-04-08 11:55:45.136340 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.136489 CEST | NumTrajs                     4
2021-04-08 11:55:45.136687 CEST | Entropy                      1.26976
2021-04-08 11:55:45.136858 CEST | Perplexity                   3.56
2021-04-08 11:55:45.137017 CEST | StdReturn                    0.0441795
2021-04-08 11:55:45.137170 CEST | MaxReturn                  999.869
2021-04-08 11:55:45.137324 CEST | MinReturn                  999.755
2021-04-08 11:55:45.137509 CEST | Iteration                   38
2021-04-08 11:55:45.137684 CEST | AverageDiscountedReturn    633.846
2021-04-08 11:55:45.137834 CEST | AverageReturn              999.806
2021-04-08 11:55:45.137977 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.138126 CEST | NumTrajs                     4
2021-04-08 11:55:45.138276 CEST | Entropy                      1.26976
2021-04-08 11:55:45.138423 CEST | Perplexity                   3.56
2021-04-08 11:55:45.138568 CEST | StdReturn                    0.0288608
2021-04-08 11:55:45.138718 CEST | MaxReturn                  999.836
2021-04-08 11:55:45.138869 CEST | MinReturn                  999.763
2021-04-08 11:55:45.139018 CEST | Iteration                   38
2021-04-08 11:55:45.139202 CEST | AverageDiscountedReturn    633.847
2021-04-08 11:55:45.139349 CEST | AverageReturn              999.821
2021-04-08 11:55:45.139497 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.139647 CEST | NumTrajs                     4
2021-04-08 11:55:45.139794 CEST | Entropy                      1.26976
2021-04-08 11:55:45.139942 CEST | Perplexity                   3.56
2021-04-08 11:55:45.140095 CEST | StdReturn                    0.00997865
2021-04-08 11:55:45.140246 CEST | MaxReturn                  999.831
2021-04-08 11:55:45.140402 CEST | MinReturn                  999.807
2021-04-08 11:55:45.140577 CEST | Iteration                   38
2021-04-08 11:55:45.140770 CEST | AverageDiscountedReturn    633.812
2021-04-08 11:55:45.140928 CEST | AverageReturn              999.761
2021-04-08 11:55:45.141080 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.141250 CEST | NumTrajs                     4
2021-04-08 11:55:45.141399 CEST | Entropy                      1.26976
2021-04-08 11:55:45.141544 CEST | Perplexity                   3.56
2021-04-08 11:55:45.141686 CEST | StdReturn                    0.0356327
2021-04-08 11:55:45.141845 CEST | MaxReturn                  999.816
2021-04-08 11:55:45.141994 CEST | MinReturn                  999.716
2021-04-08 11:55:45.142142 CEST | Iteration                   38
2021-04-08 11:55:45.142294 CEST | AverageDiscountedReturn    633.858
2021-04-08 11:55:45.142445 CEST | AverageReturn              999.834
2021-04-08 11:55:45.142592 CEST | ExplainedVariance            1
2021-04-08 11:55:45.142740 CEST | NumTrajs                     4
2021-04-08 11:55:45.142886 CEST | Entropy                      1.26976
2021-04-08 11:55:45.143033 CEST | Perplexity                   3.56
2021-04-08 11:55:45.143201 CEST | StdReturn                    0.0357247
2021-04-08 11:55:45.143349 CEST | MaxReturn                  999.864
2021-04-08 11:55:45.143495 CEST | MinReturn                  999.776
2021-04-08 11:55:45.143640 CEST | Iteration                   38
2021-04-08 11:55:45.143788 CEST | AverageDiscountedReturn    633.858
2021-04-08 11:55:45.143934 CEST | AverageReturn              999.825
2021-04-08 11:55:45.144073 CEST | ExplainedVariance            1
2021-04-08 11:55:45.144215 CEST | NumTrajs                     4
2021-04-08 11:55:45.144355 CEST | Entropy                      1.26976
2021-04-08 11:55:45.144542 CEST | Perplexity                   3.56
2021-04-08 11:55:45.144690 CEST | StdReturn                    0.0325101
2021-04-08 11:55:45.144832 CEST | MaxReturn                  999.88
2021-04-08 11:55:45.144992 CEST | MinReturn                  999.798
2021-04-08 11:55:45.145138 CEST | Iteration                   38
2021-04-08 11:55:45.145302 CEST | AverageDiscountedReturn    633.859
2021-04-08 11:55:45.145443 CEST | AverageReturn              999.834
2021-04-08 11:55:45.145596 CEST | ExplainedVariance            1
2021-04-08 11:55:45.145844 CEST | NumTrajs                     4
2021-04-08 11:55:45.146001 CEST | Entropy                      1.26976
2021-04-08 11:55:45.146148 CEST | Perplexity                   3.56
2021-04-08 11:55:45.146296 CEST | StdReturn                    0.0639504
2021-04-08 11:55:45.146448 CEST | MaxReturn                  999.914
2021-04-08 11:55:45.146595 CEST | MinReturn                  999.755
2021-04-08 11:55:45.146816 CEST | Iteration                   38
2021-04-08 11:55:45.146963 CEST | AverageDiscountedReturn    507.045
2021-04-08 11:55:45.147146 CEST | AverageReturn              799.81
2021-04-08 11:55:45.147299 CEST | ExplainedVariance            0.969563
2021-04-08 11:55:45.147445 CEST | NumTrajs                     5
2021-04-08 11:55:45.147593 CEST | Entropy                      1.26976
2021-04-08 11:55:45.147740 CEST | Perplexity                   3.56
2021-04-08 11:55:45.147888 CEST | StdReturn                  399.905
2021-04-08 11:55:45.148037 CEST | MaxReturn                  999.816
2021-04-08 11:55:45.148185 CEST | MinReturn                    0
2021-04-08 11:55:45.148330 CEST | Iteration                   38
2021-04-08 11:55:45.148476 CEST | AverageDiscountedReturn    507.08
2021-04-08 11:55:45.148623 CEST | AverageReturn              799.856
2021-04-08 11:55:45.148778 CEST | ExplainedVariance            0.970961
2021-04-08 11:55:45.148926 CEST | NumTrajs                     5
2021-04-08 11:55:45.149072 CEST | Entropy                      1.26976
2021-04-08 11:55:45.149215 CEST | Perplexity                   3.56
2021-04-08 11:55:45.149361 CEST | StdReturn                  399.928
2021-04-08 11:55:45.149507 CEST | MaxReturn                  999.89
2021-04-08 11:55:45.149653 CEST | MinReturn                    0
2021-04-08 11:55:45.149796 CEST | Iteration                   38
2021-04-08 11:55:45.149939 CEST | AverageDiscountedReturn    509.028
2021-04-08 11:55:45.150094 CEST | AverageReturn              801.791
2021-04-08 11:55:45.150240 CEST | ExplainedVariance            0.939982
2021-04-08 11:55:45.150385 CEST | NumTrajs                     5
2021-04-08 11:55:45.150529 CEST | Entropy                      1.26976
2021-04-08 11:55:45.150675 CEST | Perplexity                   3.56
2021-04-08 11:55:45.150842 CEST | StdReturn                  395.906
2021-04-08 11:55:45.150990 CEST | MaxReturn                  999.815
2021-04-08 11:55:45.151161 CEST | MinReturn                    9.97946
2021-04-08 11:55:45.151382 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.151533 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.151680 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.151861 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.152011 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.152161 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.152308 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.152451 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.152595 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.152739 CEST | AveragePolicyStd             0.861417
2021-04-08 11:55:45.152881 CEST | Iteration                   39
2021-04-08 11:55:45.153036 CEST | AverageDiscountedReturn    633.866
2021-04-08 11:55:45.153185 CEST | AverageReturn              999.839
2021-04-08 11:55:45.153329 CEST | ExplainedVariance            0.996077
2021-04-08 11:55:45.153476 CEST | NumTrajs                     4
2021-04-08 11:55:45.153616 CEST | Entropy                      1.2668
2021-04-08 11:55:45.153764 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.153902 CEST | StdReturn                    0.0371108
2021-04-08 11:55:45.154065 CEST | MaxReturn                  999.869
2021-04-08 11:55:45.154212 CEST | MinReturn                  999.777
2021-04-08 11:55:45.154359 CEST | Iteration                   39
2021-04-08 11:55:45.154504 CEST | AverageDiscountedReturn    633.863
2021-04-08 11:55:45.154657 CEST | AverageReturn              999.836
2021-04-08 11:55:45.154800 CEST | ExplainedVariance            1
2021-04-08 11:55:45.154953 CEST | NumTrajs                     4
2021-04-08 11:55:45.155133 CEST | Entropy                      1.2668
2021-04-08 11:55:45.155288 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.155436 CEST | StdReturn                    0.0226782
2021-04-08 11:55:45.155582 CEST | MaxReturn                  999.856
2021-04-08 11:55:45.155728 CEST | MinReturn                  999.799
2021-04-08 11:55:45.155873 CEST | Iteration                   39
2021-04-08 11:55:45.156064 CEST | AverageDiscountedReturn    633.844
2021-04-08 11:55:45.156216 CEST | AverageReturn              999.815
2021-04-08 11:55:45.156366 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.156511 CEST | NumTrajs                     4
2021-04-08 11:55:45.156654 CEST | Entropy                      1.2668
2021-04-08 11:55:45.156798 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.156943 CEST | StdReturn                    0.0607932
2021-04-08 11:55:45.157088 CEST | MaxReturn                  999.888
2021-04-08 11:55:45.157230 CEST | MinReturn                  999.732
2021-04-08 11:55:45.157374 CEST | Iteration                   39
2021-04-08 11:55:45.157517 CEST | AverageDiscountedReturn    509.035
2021-04-08 11:55:45.157652 CEST | AverageReturn              801.778
2021-04-08 11:55:45.157796 CEST | ExplainedVariance            0.94115
2021-04-08 11:55:45.157937 CEST | NumTrajs                     5
2021-04-08 11:55:45.158081 CEST | Entropy                      1.2668
2021-04-08 11:55:45.158223 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.158366 CEST | StdReturn                  395.899
2021-04-08 11:55:45.158509 CEST | MaxReturn                  999.834
2021-04-08 11:55:45.158660 CEST | MinReturn                    9.98033
2021-04-08 11:55:45.158802 CEST | Iteration                   39
2021-04-08 11:55:45.158944 CEST | AverageDiscountedReturn    509.06
2021-04-08 11:55:45.159105 CEST | AverageReturn              801.827
2021-04-08 11:55:45.159260 CEST | ExplainedVariance            0.946578
2021-04-08 11:55:45.159403 CEST | NumTrajs                     5
2021-04-08 11:55:45.159548 CEST | Entropy                      1.2668
2021-04-08 11:55:45.159692 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.159833 CEST | StdReturn                  395.923
2021-04-08 11:55:45.159977 CEST | MaxReturn                  999.861
2021-04-08 11:55:45.160121 CEST | MinReturn                    9.98174
2021-04-08 11:55:45.160264 CEST | Iteration                   39
2021-04-08 11:55:45.160409 CEST | AverageDiscountedReturn    633.827
2021-04-08 11:55:45.160554 CEST | AverageReturn              999.782
2021-04-08 11:55:45.160693 CEST | ExplainedVariance            0.987726
2021-04-08 11:55:45.160835 CEST | NumTrajs                     4
2021-04-08 11:55:45.161005 CEST | Entropy                      1.2668
2021-04-08 11:55:45.161148 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.161283 CEST | StdReturn                    0.0424672
2021-04-08 11:55:45.161447 CEST | MaxReturn                  999.852
2021-04-08 11:55:45.161594 CEST | MinReturn                  999.742
2021-04-08 11:55:45.161729 CEST | Iteration                   39
2021-04-08 11:55:45.161868 CEST | AverageDiscountedReturn    633.841
2021-04-08 11:55:45.162010 CEST | AverageReturn              999.819
2021-04-08 11:55:45.162148 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.162288 CEST | NumTrajs                     4
2021-04-08 11:55:45.162430 CEST | Entropy                      1.2668
2021-04-08 11:55:45.162566 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.162715 CEST | StdReturn                    0.0544159
2021-04-08 11:55:45.162852 CEST | MaxReturn                  999.861
2021-04-08 11:55:45.162992 CEST | MinReturn                  999.726
2021-04-08 11:55:45.163150 CEST | Iteration                   39
2021-04-08 11:55:45.163292 CEST | AverageDiscountedReturn    633.834
2021-04-08 11:55:45.163475 CEST | AverageReturn              999.788
2021-04-08 11:55:45.163612 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.163754 CEST | NumTrajs                     4
2021-04-08 11:55:45.163895 CEST | Entropy                      1.2668
2021-04-08 11:55:45.164029 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.164169 CEST | StdReturn                    0.0493165
2021-04-08 11:55:45.164313 CEST | MaxReturn                  999.862
2021-04-08 11:55:45.164456 CEST | MinReturn                  999.726
2021-04-08 11:55:45.164617 CEST | Iteration                   39
2021-04-08 11:55:45.164772 CEST | AverageDiscountedReturn    633.813
2021-04-08 11:55:45.164912 CEST | AverageReturn              999.763
2021-04-08 11:55:45.165052 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.165194 CEST | NumTrajs                     4
2021-04-08 11:55:45.165334 CEST | Entropy                      1.2668
2021-04-08 11:55:45.165473 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.165618 CEST | StdReturn                    0.0262684
2021-04-08 11:55:45.165761 CEST | MaxReturn                  999.803
2021-04-08 11:55:45.165897 CEST | MinReturn                  999.734
2021-04-08 11:55:45.166091 CEST | Iteration                   39
2021-04-08 11:55:45.166268 CEST | AverageDiscountedReturn    633.834
2021-04-08 11:55:45.166439 CEST | AverageReturn              999.793
2021-04-08 11:55:45.166618 CEST | ExplainedVariance            0.999999
2021-04-08 11:55:45.166784 CEST | NumTrajs                     4
2021-04-08 11:55:45.166960 CEST | Entropy                      1.2668
2021-04-08 11:55:45.167150 CEST | Perplexity                   3.54949
2021-04-08 11:55:45.167321 CEST | StdReturn                    0.0442044
2021-04-08 11:55:45.167499 CEST | MaxReturn                  999.868
2021-04-08 11:55:45.167677 CEST | MinReturn                  999.754
2021-04-08 11:55:45.167846 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.168007 CEST | AveragePolicyStd             0.858873
2021-04-08 11:55:45.168172 CEST | AveragePolicyStd             0.858873
