2021-04-09 09:47:12.017893 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018180 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018325 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018457 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018590 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018719 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.018850 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.018975 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019102 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019222 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019346 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019469 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019593 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019717 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.019841 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.019965 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020089 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020214 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:47:12.020340 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populating workers...
2021-04-09 09:47:12.020460 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] Populated
2021-04-09 09:48:12.900843 CEST | AverageReturn               799.788
2021-04-09 09:48:12.901008 CEST | ExplainedVariance             0.969554
2021-04-09 09:48:12.901153 CEST | NumTrajs                      5
2021-04-09 09:48:12.901300 CEST | Entropy                       1.2649
2021-04-09 09:48:12.901468 CEST | Perplexity                    3.54274
2021-04-09 09:48:12.901618 CEST | StdReturn                   399.894
2021-04-09 09:48:12.901778 CEST | MaxReturn                   999.775
2021-04-09 09:48:12.901952 CEST | MinReturn                     0
2021-04-09 09:48:12.902107 CEST | Iteration                    34
2021-04-09 09:48:12.902255 CEST | AverageDiscountedReturn     633.785
2021-04-09 09:48:12.902428 CEST | AverageReturn               999.708
2021-04-09 09:48:12.902586 CEST | ExplainedVariance             0.998353
2021-04-09 09:48:12.902749 CEST | NumTrajs                      4
2021-04-09 09:48:12.902906 CEST | Entropy                       1.2649
2021-04-09 09:48:12.903066 CEST | Perplexity                    3.54274
2021-04-09 09:48:12.903226 CEST | StdReturn                     0.0694661
2021-04-09 09:48:12.903394 CEST | MaxReturn                   999.808
2021-04-09 09:48:12.903567 CEST | MinReturn                   999.634
2021-04-09 09:48:12.903729 CEST | Iteration                    34
2021-04-09 09:48:12.903890 CEST | AverageDiscountedReturn     633.73
2021-04-09 09:48:12.904051 CEST | AverageReturn               999.618
2021-04-09 09:48:12.904211 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.904376 CEST | NumTrajs                      4
2021-04-09 09:48:12.904536 CEST | Entropy                       1.2649
2021-04-09 09:48:12.904699 CEST | Perplexity                    3.54274
2021-04-09 09:48:12.904873 CEST | StdReturn                     0.161565
2021-04-09 09:48:12.905035 CEST | MaxReturn                   999.83
2021-04-09 09:48:12.905209 CEST | MinReturn                   999.403
2021-04-09 09:48:12.905371 CEST | Iteration                    34
2021-04-09 09:48:12.905568 CEST | AverageDiscountedReturn     633.833
2021-04-09 09:48:12.905724 CEST | AverageReturn               999.766
2021-04-09 09:48:12.905915 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.906047 CEST | NumTrajs                      4
2021-04-09 09:48:12.906214 CEST | Entropy                       1.2649
2021-04-09 09:48:12.906364 CEST | Perplexity                    3.54274
2021-04-09 09:48:12.906516 CEST | StdReturn                     0.0169691
2021-04-09 09:48:12.906683 CEST | MaxReturn                   999.794
2021-04-09 09:48:12.906843 CEST | MinReturn                   999.749
2021-04-09 09:48:12.907006 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.907164 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.907322 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.907496 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.907644 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.907806 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.907960 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.908126 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.908277 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.908448 CEST | AveragePolicyStd              0.857238
2021-04-09 09:48:12.908616 CEST | Iteration                    35
2021-04-09 09:48:12.908779 CEST | AverageDiscountedReturn     502.301
2021-04-09 09:48:12.908954 CEST | AverageReturn               773.037
2021-04-09 09:48:12.909112 CEST | ExplainedVariance             0.753112
2021-04-09 09:48:12.909280 CEST | NumTrajs                      6
2021-04-09 09:48:12.909422 CEST | Entropy                       1.26542
2021-04-09 09:48:12.909581 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.909744 CEST | StdReturn                   367.043
2021-04-09 09:48:12.909911 CEST | MaxReturn                   999.78
2021-04-09 09:48:12.910042 CEST | MinReturn                     9.97946
2021-04-09 09:48:12.910173 CEST | Iteration                    35
2021-04-09 09:48:12.910303 CEST | AverageDiscountedReturn     633.779
2021-04-09 09:48:12.910445 CEST | AverageReturn               999.714
2021-04-09 09:48:12.910573 CEST | ExplainedVariance             0.945767
2021-04-09 09:48:12.910702 CEST | NumTrajs                      4
2021-04-09 09:48:12.910845 CEST | Entropy                       1.26542
2021-04-09 09:48:12.910987 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.911128 CEST | StdReturn                     0.0821081
2021-04-09 09:48:12.911258 CEST | MaxReturn                   999.812
2021-04-09 09:48:12.911387 CEST | MinReturn                   999.609
2021-04-09 09:48:12.911517 CEST | Iteration                    35
2021-04-09 09:48:12.911646 CEST | AverageDiscountedReturn     633.742
2021-04-09 09:48:12.911775 CEST | AverageReturn               999.652
2021-04-09 09:48:12.911907 CEST | ExplainedVariance             1
2021-04-09 09:48:12.912044 CEST | NumTrajs                      4
2021-04-09 09:48:12.912182 CEST | Entropy                       1.26542
2021-04-09 09:48:12.912325 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.912474 CEST | StdReturn                     0.118918
2021-04-09 09:48:12.912604 CEST | MaxReturn                   999.792
2021-04-09 09:48:12.912733 CEST | MinReturn                   999.529
2021-04-09 09:48:12.912862 CEST | Iteration                    35
2021-04-09 09:48:12.912992 CEST | AverageDiscountedReturn     633.653
2021-04-09 09:48:12.913139 CEST | AverageReturn               999.513
2021-04-09 09:48:12.913283 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.913426 CEST | NumTrajs                      4
2021-04-09 09:48:12.913566 CEST | Entropy                       1.26542
2021-04-09 09:48:12.913706 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.913849 CEST | StdReturn                     0.140014
2021-04-09 09:48:12.913997 CEST | MaxReturn                   999.646
2021-04-09 09:48:12.914128 CEST | MinReturn                   999.283
2021-04-09 09:48:12.914255 CEST | Iteration                    35
2021-04-09 09:48:12.914386 CEST | AverageDiscountedReturn     524.586
2021-04-09 09:48:12.914518 CEST | AverageReturn               821.233
2021-04-09 09:48:12.914649 CEST | ExplainedVariance             0.940138
2021-04-09 09:48:12.914790 CEST | NumTrajs                      6
2021-04-09 09:48:12.914930 CEST | Entropy                       1.26542
2021-04-09 09:48:12.915071 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.915199 CEST | StdReturn                   363.98
2021-04-09 09:48:12.915331 CEST | MaxReturn                   999.62
2021-04-09 09:48:12.915459 CEST | MinReturn                     9.9793
2021-04-09 09:48:12.915593 CEST | Iteration                    35
2021-04-09 09:48:12.915724 CEST | AverageDiscountedReturn     633.74
2021-04-09 09:48:12.915852 CEST | AverageReturn               999.627
2021-04-09 09:48:12.915992 CEST | ExplainedVariance             0.995996
2021-04-09 09:48:12.916128 CEST | NumTrajs                      4
2021-04-09 09:48:12.916269 CEST | Entropy                       1.26542
2021-04-09 09:48:12.916397 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.916526 CEST | StdReturn                     0.114293
2021-04-09 09:48:12.916665 CEST | MaxReturn                   999.74
2021-04-09 09:48:12.916804 CEST | MinReturn                   999.462
2021-04-09 09:48:12.916943 CEST | Iteration                    35
2021-04-09 09:48:12.917084 CEST | AverageDiscountedReturn     633.774
2021-04-09 09:48:12.917219 CEST | AverageReturn               999.684
2021-04-09 09:48:12.917361 CEST | ExplainedVariance             1
2021-04-09 09:48:12.917501 CEST | NumTrajs                      4
2021-04-09 09:48:12.917642 CEST | Entropy                       1.26542
2021-04-09 09:48:12.917782 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.917971 CEST | StdReturn                     0.0808071
2021-04-09 09:48:12.918101 CEST | MaxReturn                   999.815
2021-04-09 09:48:12.918229 CEST | MinReturn                   999.605
2021-04-09 09:48:12.918359 CEST | Iteration                    35
2021-04-09 09:48:12.918491 CEST | AverageDiscountedReturn     633.717
2021-04-09 09:48:12.918621 CEST | AverageReturn               999.611
2021-04-09 09:48:12.918763 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.918903 CEST | NumTrajs                      4
2021-04-09 09:48:12.919044 CEST | Entropy                       1.26542
2021-04-09 09:48:12.919172 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.919300 CEST | StdReturn                     0.177239
2021-04-09 09:48:12.919426 CEST | MaxReturn                   999.828
2021-04-09 09:48:12.919553 CEST | MinReturn                   999.349
2021-04-09 09:48:12.919684 CEST | Iteration                    35
2021-04-09 09:48:12.919812 CEST | AverageDiscountedReturn     633.843
2021-04-09 09:48:12.919951 CEST | AverageReturn               999.807
2021-04-09 09:48:12.920094 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.920233 CEST | NumTrajs                      4
2021-04-09 09:48:12.920373 CEST | Entropy                       1.26542
2021-04-09 09:48:12.920516 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.920658 CEST | StdReturn                     0.0307043
2021-04-09 09:48:12.920798 CEST | MaxReturn                   999.839
2021-04-09 09:48:12.920936 CEST | MinReturn                   999.763
2021-04-09 09:48:12.921083 CEST | Iteration                    35
2021-04-09 09:48:12.921225 CEST | AverageDiscountedReturn     633.804
2021-04-09 09:48:12.921362 CEST | AverageReturn               999.733
2021-04-09 09:48:12.921504 CEST | ExplainedVariance             0.999999
2021-04-09 09:48:12.921643 CEST | NumTrajs                      4
2021-04-09 09:48:12.921781 CEST | Entropy                       1.26542
2021-04-09 09:48:12.921936 CEST | Perplexity                    3.54458
2021-04-09 09:48:12.922066 CEST | StdReturn                     0.0950438
2021-04-09 09:48:12.922195 CEST | MaxReturn                   999.823
2021-04-09 09:48:12.922325 CEST | MinReturn                   999.578
2021-04-09 09:48:12.922453 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.922582 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.922727 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.922867 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.923009 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.923136 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.923264 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.923389 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.923523 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.923652 CEST | AveragePolicyStd              0.857683
2021-04-09 09:48:12.923781 CEST | TransfBits               353360
2021-04-09 09:48:12.923917 CEST | TotalAverageReturn          600.944
2021-04-09 09:48:12.924058 CEST | -----------------------  --------------
2021-04-09 09:48:14.448543 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.450220 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.454163 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.455731 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.459541 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.461072 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.465054 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.466665 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.470376 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.471761 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.475417 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.476933 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.481386 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.483016 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.487020 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.488548 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.492859 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.494631 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:14.499055 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitting baseline...
2021-04-09 09:48:14.500756 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #36 | fitted
2021-04-09 09:48:16.092256 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.093481 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.096488 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.097714 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.100926 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.102202 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.104891 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.106007 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.109306 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.110623 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.113559 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.114752 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.117522 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.118685 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.121962 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.123246 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.126200 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.127384 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:16.130713 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitting baseline...
2021-04-09 09:48:16.132071 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #37 | fitted
2021-04-09 09:48:17.636318 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.637786 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.641927 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.643516 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.647184 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.648620 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.652344 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.653800 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.657078 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.658458 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.662921 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.664720 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.668743 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.670281 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.674166 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.675786 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.680231 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.681986 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:17.685437 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitting baseline...
2021-04-09 09:48:17.686903 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #38 | fitted
2021-04-09 09:48:19.210028 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.211652 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.215073 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.216462 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.219950 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.221289 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.225370 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.227380 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.231627 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.233224 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.236844 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.238311 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.243086 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.244837 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.248247 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.249527 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.253610 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.255217 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:19.258908 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitting baseline...
2021-04-09 09:48:19.260369 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #39 | fitted
2021-04-09 09:48:20.775838 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.777288 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.780808 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.782199 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.784944 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.786109 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.788948 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.790139 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.793371 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.794752 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.797514 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.798674 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.801478 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.802682 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.805641 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.806954 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.810077 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.811421 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.814688 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitting baseline...
2021-04-09 09:48:20.816072 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | fitted
2021-04-09 09:48:20.844962 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | saving snapshot...
2021-04-09 09:48:20.858541 CEST | [multi_agent_per_av_returns_part_bits_2021_04_09_09_41_13_0005] itr #40 | saved
2021-04-09 09:48:20.884132 CEST | -----------------------  --------------
2021-04-09 09:48:20.884416 CEST | Iteration                    36
2021-04-09 09:48:20.884672 CEST | AverageDiscountedReturn      68.0851
2021-04-09 09:48:20.884876 CEST | AverageReturn                71.7952
2021-04-09 09:48:20.885071 CEST | ExplainedVariance            -0.0521401
2021-04-09 09:48:20.885273 CEST | NumTrajs                     49
2021-04-09 09:48:20.885468 CEST | Entropy                       1.36954
2021-04-09 09:48:20.885669 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.885887 CEST | StdReturn                    57.7199
2021-04-09 09:48:20.886083 CEST | MaxReturn                   279.916
2021-04-09 09:48:20.886291 CEST | MinReturn                     0
2021-04-09 09:48:20.886495 CEST | Iteration                    36
2021-04-09 09:48:20.886688 CEST | AverageDiscountedReturn      70.4451
2021-04-09 09:48:20.886884 CEST | AverageReturn                74.33
2021-04-09 09:48:20.887077 CEST | ExplainedVariance             0.108764
2021-04-09 09:48:20.887272 CEST | NumTrajs                     48
2021-04-09 09:48:20.887475 CEST | Entropy                       1.36954
2021-04-09 09:48:20.887674 CEST | Perplexity                    3.93354
2021-04-09 09:48:20.887862 CEST | StdReturn                    57.9549
2021-04-09 09:48:20.888050 CEST | MaxReturn                   279.785
2021-04-09 09:48:20.888247 CEST | MinReturn                     0
2021-04-09 09:48:20.888444 CEST | Iteration                    36
2021-04-09 09:48:20.888646 CEST | AverageDiscountedReturn      79.7167
2021-04-09 09:48:20.888836 CEST | AverageReturn                84.7255
