2021-04-09 10:41:19.032099 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032381 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032506 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032625 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032740 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032850 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032964 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033074 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033185 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033294 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033402 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033510 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033619 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033727 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033839 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033972 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034083 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034193 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034303 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034412 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:42:31.809437 CEST | StdReturn                     0.117396
2021-04-09 10:42:31.809610 CEST | MaxReturn                   999.843
2021-04-09 10:42:31.809772 CEST | MinReturn                   999.53
2021-04-09 10:42:31.809953 CEST | Iteration                    40
2021-04-09 10:42:31.810104 CEST | AverageDiscountedReturn     633.846
2021-04-09 10:42:31.810250 CEST | AverageReturn               999.81
2021-04-09 10:42:31.810406 CEST | ExplainedVariance             1
2021-04-09 10:42:31.810566 CEST | NumTrajs                      4
2021-04-09 10:42:31.810726 CEST | Entropy                       1.29724
2021-04-09 10:42:31.810876 CEST | Perplexity                    3.65918
2021-04-09 10:42:31.811043 CEST | StdReturn                     0.0410234
2021-04-09 10:42:31.811181 CEST | MaxReturn                   999.85
2021-04-09 10:42:31.811328 CEST | MinReturn                   999.748
2021-04-09 10:42:31.811483 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.811636 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.811802 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.811944 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.812092 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.812252 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.812392 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.812537 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.812681 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.812828 CEST | AveragePolicyStd              0.885413
2021-04-09 10:42:31.813006 CEST | TransfBits               403840
2021-04-09 10:42:31.813146 CEST | TotalAverageReturn          618.815
2021-04-09 10:42:31.813308 CEST | -----------------------  --------------
2021-04-09 10:42:33.417541 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.418810 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.421535 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.422826 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.425933 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.427238 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.431091 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.432872 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.435711 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.436846 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.439896 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.441178 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.444332 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.445778 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.449560 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.451316 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.454479 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.455669 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:33.458699 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitting baseline...
2021-04-09 10:42:33.459877 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #41 | fitted
2021-04-09 10:42:35.004925 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.006194 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.008522 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.009411 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.012551 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.013830 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.016018 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.016977 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.019631 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.020680 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.023019 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.024027 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.026377 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.027429 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.029724 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.030675 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.032558 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.033388 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:35.035816 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitting baseline...
2021-04-09 10:42:35.036804 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #42 | fitted
2021-04-09 10:42:36.536727 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.537702 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.540338 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.541463 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.543917 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.544913 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.546834 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.547661 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.549508 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.550488 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.552667 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.553729 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.556125 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.557554 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.560181 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.561209 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.563433 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.564455 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:36.567130 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitting baseline...
2021-04-09 10:42:36.568368 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #43 | fitted
2021-04-09 10:42:38.014680 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.015516 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.017300 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.018142 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.019601 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.020270 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.021791 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.022546 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.024138 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.024865 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.026215 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.026839 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.028347 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.029068 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.030484 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.031160 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.032520 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.033172 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:38.034788 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitting baseline...
2021-04-09 10:42:38.035488 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #44 | fitted
2021-04-09 10:42:39.640351 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.641172 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.642765 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.643456 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.645287 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.646104 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.647984 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.648818 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.650443 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.651178 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.652959 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.653699 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.655374 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.656143 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.657908 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.658662 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.660394 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.661303 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.662959 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitting baseline...
2021-04-09 10:42:39.663745 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | fitted
2021-04-09 10:42:39.691379 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | saving snapshot...
2021-04-09 10:42:39.697229 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #45 | saved
2021-04-09 10:42:39.714822 CEST | -----------------------  --------------
2021-04-09 10:42:39.715049 CEST | Iteration                    41
2021-04-09 10:42:39.715219 CEST | AverageDiscountedReturn     119.717
2021-04-09 10:42:39.715381 CEST | AverageReturn               134.553
2021-04-09 10:42:39.715540 CEST | ExplainedVariance            -0.246192
2021-04-09 10:42:39.715705 CEST | NumTrajs                     28
2021-04-09 10:42:39.715855 CEST | Entropy                       1.3384
2021-04-09 10:42:39.716018 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.716173 CEST | StdReturn                   128.076
2021-04-09 10:42:39.716334 CEST | MaxReturn                   549.568
2021-04-09 10:42:39.716493 CEST | MinReturn                     9.98238
2021-04-09 10:42:39.716641 CEST | Iteration                    41
2021-04-09 10:42:39.716810 CEST | AverageDiscountedReturn     124.371
2021-04-09 10:42:39.716961 CEST | AverageReturn               138.808
2021-04-09 10:42:39.717120 CEST | ExplainedVariance            -0.534827
2021-04-09 10:42:39.717282 CEST | NumTrajs                     27
2021-04-09 10:42:39.717435 CEST | Entropy                       1.3384
2021-04-09 10:42:39.717590 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.717746 CEST | StdReturn                   118.625
2021-04-09 10:42:39.717930 CEST | MaxReturn                   529.748
2021-04-09 10:42:39.718075 CEST | MinReturn                     9.98476
2021-04-09 10:42:39.718233 CEST | Iteration                    41
2021-04-09 10:42:39.718390 CEST | AverageDiscountedReturn     106.764
2021-04-09 10:42:39.718540 CEST | AverageReturn               117.11
2021-04-09 10:42:39.718704 CEST | ExplainedVariance            -0.138114
2021-04-09 10:42:39.718848 CEST | NumTrajs                     32
2021-04-09 10:42:39.719002 CEST | Entropy                       1.3384
2021-04-09 10:42:39.719167 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.719319 CEST | StdReturn                    99.723
2021-04-09 10:42:39.719489 CEST | MaxReturn                   449.688
2021-04-09 10:42:39.719636 CEST | MinReturn                     0
2021-04-09 10:42:39.719791 CEST | Iteration                    41
2021-04-09 10:42:39.719939 CEST | AverageDiscountedReturn      95.176
2021-04-09 10:42:39.720088 CEST | AverageReturn               102.723
2021-04-09 10:42:39.720243 CEST | ExplainedVariance             0.109342
2021-04-09 10:42:39.720400 CEST | NumTrajs                     36
2021-04-09 10:42:39.720567 CEST | Entropy                       1.3384
2021-04-09 10:42:39.720767 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.720918 CEST | StdReturn                    80.8867
2021-04-09 10:42:39.721079 CEST | MaxReturn                   329.84
2021-04-09 10:42:39.721247 CEST | MinReturn                     0
2021-04-09 10:42:39.721399 CEST | Iteration                    41
2021-04-09 10:42:39.721551 CEST | AverageDiscountedReturn     117.159
2021-04-09 10:42:39.721705 CEST | AverageReturn               130.947
2021-04-09 10:42:39.721851 CEST | ExplainedVariance            -2.84291
2021-04-09 10:42:39.722074 CEST | NumTrajs                     29
2021-04-09 10:42:39.722240 CEST | Entropy                       1.3384
2021-04-09 10:42:39.722398 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.722549 CEST | StdReturn                   123.438
2021-04-09 10:42:39.722701 CEST | MaxReturn                   639.511
2021-04-09 10:42:39.722855 CEST | MinReturn                     9.98232
2021-04-09 10:42:39.722998 CEST | Iteration                    41
2021-04-09 10:42:39.723151 CEST | AverageDiscountedReturn      97.4829
2021-04-09 10:42:39.723314 CEST | AverageReturn               107.571
2021-04-09 10:42:39.723469 CEST | ExplainedVariance            -0.88907
2021-04-09 10:42:39.723633 CEST | NumTrajs                     34
2021-04-09 10:42:39.723789 CEST | Entropy                       1.3384
2021-04-09 10:42:39.723946 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.724099 CEST | StdReturn                   107.645
2021-04-09 10:42:39.724250 CEST | MaxReturn                   459.644
2021-04-09 10:42:39.724398 CEST | MinReturn                     0
2021-04-09 10:42:39.724549 CEST | Iteration                    41
2021-04-09 10:42:39.724703 CEST | AverageDiscountedReturn     105.521
2021-04-09 10:42:39.724861 CEST | AverageReturn               116.81
2021-04-09 10:42:39.725033 CEST | ExplainedVariance            -0.380088
2021-04-09 10:42:39.725182 CEST | NumTrajs                     32
2021-04-09 10:42:39.725338 CEST | Entropy                       1.3384
2021-04-09 10:42:39.725496 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.725651 CEST | StdReturn                   110.951
2021-04-09 10:42:39.725804 CEST | MaxReturn                   489.779
2021-04-09 10:42:39.726004 CEST | MinReturn                     0
2021-04-09 10:42:39.726161 CEST | Iteration                    41
2021-04-09 10:42:39.726326 CEST | AverageDiscountedReturn     103.147
2021-04-09 10:42:39.726480 CEST | AverageReturn               111.361
2021-04-09 10:42:39.726667 CEST | ExplainedVariance            -0.127854
2021-04-09 10:42:39.726817 CEST | NumTrajs                     35
2021-04-09 10:42:39.726978 CEST | Entropy                       1.3384
2021-04-09 10:42:39.727143 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.727288 CEST | StdReturn                    78.6741
2021-04-09 10:42:39.727440 CEST | MaxReturn                   349.849
2021-04-09 10:42:39.727642 CEST | MinReturn                     9.9828
2021-04-09 10:42:39.727806 CEST | Iteration                    41
2021-04-09 10:42:39.727975 CEST | AverageDiscountedReturn     112.003
2021-04-09 10:42:39.728120 CEST | AverageReturn               123.262
2021-04-09 10:42:39.728287 CEST | ExplainedVariance            -0.509178
2021-04-09 10:42:39.728436 CEST | NumTrajs                     30
2021-04-09 10:42:39.728603 CEST | Entropy                       1.3384
2021-04-09 10:42:39.728753 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.728907 CEST | StdReturn                   102.368
2021-04-09 10:42:39.729059 CEST | MaxReturn                   389.809
2021-04-09 10:42:39.729208 CEST | MinReturn                    19.9621
2021-04-09 10:42:39.729393 CEST | Iteration                    41
2021-04-09 10:42:39.729580 CEST | AverageDiscountedReturn      95.3947
2021-04-09 10:42:39.729741 CEST | AverageReturn               104.222
2021-04-09 10:42:39.729917 CEST | ExplainedVariance            -0.113301
2021-04-09 10:42:39.730074 CEST | NumTrajs                     35
2021-04-09 10:42:39.730222 CEST | Entropy                       1.3384
2021-04-09 10:42:39.730375 CEST | Perplexity                    3.81293
2021-04-09 10:42:39.730542 CEST | StdReturn                    96.5921
2021-04-09 10:42:39.730710 CEST | MaxReturn                   409.882
2021-04-09 10:42:39.730912 CEST | MinReturn                     9.9817
2021-04-09 10:42:39.731128 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.731291 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.731475 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.731639 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.731814 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.731996 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.732161 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.732317 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.732484 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.732660 CEST | AveragePolicyStd              0.922619
2021-04-09 10:42:39.732829 CEST | Iteration                    42
2021-04-09 10:42:39.732987 CEST | AverageDiscountedReturn      98.9401
2021-04-09 10:42:39.733150 CEST | AverageReturn               107.643
2021-04-09 10:42:39.733322 CEST | ExplainedVariance            -0.0567391
2021-04-09 10:42:39.733485 CEST | NumTrajs                     35
2021-04-09 10:42:39.733645 CEST | Entropy                       1.33306
2021-04-09 10:42:39.733805 CEST | Perplexity                    3.79262
2021-04-09 10:42:39.733984 CEST | StdReturn                    90.789
2021-04-09 10:42:39.734143 CEST | MaxReturn                   389.737
2021-04-09 10:42:39.734329 CEST | MinReturn                     0
2021-04-09 10:42:39.734498 CEST | Iteration                    42
2021-04-09 10:42:39.734682 CEST | AverageDiscountedReturn     126.111
2021-04-09 10:42:39.734853 CEST | AverageReturn               144.532
2021-04-09 10:42:39.735029 CEST | ExplainedVariance            -2.34646
2021-04-09 10:42:39.735206 CEST | NumTrajs                     26
2021-04-09 10:42:39.735373 CEST | Entropy                       1.33306
2021-04-09 10:42:39.735536 CEST | Perplexity                    3.79262
2021-04-09 10:42:39.735706 CEST | StdReturn                   152.648
2021-04-09 10:42:39.735879 CEST | MaxReturn                   689.798
2021-04-09 10:42:39.736045 CEST | MinReturn                    19.9648
2021-04-09 10:42:39.736224 CEST | Iteration                    42
2021-04-09 10:42:39.736400 CEST | AverageDiscountedReturn      83.5498
2021-04-09 10:42:39.736572 CEST | AverageReturn                90.4288
2021-04-09 10:42:39.736739 CEST | ExplainedVariance            -0.430746
2021-04-09 10:42:39.736915 CEST | NumTrajs                     41
2021-04-09 10:42:39.737086 CEST | Entropy                       1.33306
2021-04-09 10:42:39.737258 CEST | Perplexity                    3.79262
2021-04-09 10:42:39.737419 CEST | StdReturn                    86.479
2021-04-09 10:42:39.737592 CEST | MaxReturn                   339.72
2021-04-09 10:42:39.737752 CEST | MinReturn                     9.97962
2021-04-09 10:42:39.737951 CEST | Iteration                    42
2021-04-09 10:42:39.738124 CEST | AverageDiscountedReturn     137.31
2021-04-09 10:42:39.738290 CEST | AverageReturn               152.721
2021-04-09 10:42:39.738452 CEST | ExplainedVariance             0.0528392
2021-04-09 10:42:39.738621 CEST | NumTrajs                     25
2021-04-09 10:42:39.738863 CEST | Entropy                       1.33306
2021-04-09 10:42:39.739035 CEST | Perplexity                    3.79262
