2021-04-08 16:01:16.246977 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247283 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247416 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247539 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247661 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.247788 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.247908 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248029 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248167 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248293 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248427 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248559 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248681 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.248797 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.248914 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249030 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249147 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249274 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:01:16.249405 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populating workers...
2021-04-08 16:01:16.249531 CEST | [multi_agent_per_av_returns_part_bits_quant_2021_04_08_15_53_34_0006] Populated
2021-04-08 16:02:40.607944 CEST | Entropy                       1.41388
2021-04-08 16:02:40.608151 CEST | Perplexity                    4.11189
2021-04-08 16:02:40.608328 CEST | StdReturn                   131.786
2021-04-08 16:02:40.608489 CEST | MaxReturn                   549.787
2021-04-08 16:02:40.608654 CEST | MinReturn                     9.98278
2021-04-08 16:02:40.608810 CEST | Iteration                    43
2021-04-08 16:02:40.608980 CEST | AverageDiscountedReturn     266.8
2021-04-08 16:02:40.609142 CEST | AverageReturn               328.29
2021-04-08 16:02:40.609298 CEST | ExplainedVariance             0.631814
2021-04-08 16:02:40.609453 CEST | NumTrajs                     13
2021-04-08 16:02:40.609605 CEST | Entropy                       1.41388
2021-04-08 16:02:40.609766 CEST | Perplexity                    4.11189
2021-04-08 16:02:40.609922 CEST | StdReturn                   196.315
2021-04-08 16:02:40.610077 CEST | MaxReturn                   649.738
2021-04-08 16:02:40.610227 CEST | MinReturn                     9.97976
2021-04-08 16:02:40.610393 CEST | Iteration                    43
2021-04-08 16:02:40.610553 CEST | AverageDiscountedReturn     344.152
2021-04-08 16:02:40.610710 CEST | AverageReturn               442.804
2021-04-08 16:02:40.610861 CEST | ExplainedVariance            -0.225066
2021-04-08 16:02:40.611010 CEST | NumTrajs                     10
2021-04-08 16:02:40.611181 CEST | Entropy                       1.41388
2021-04-08 16:02:40.611336 CEST | Perplexity                    4.11189
2021-04-08 16:02:40.611505 CEST | StdReturn                   224.191
2021-04-08 16:02:40.611668 CEST | MaxReturn                   999.849
2021-04-08 16:02:40.611828 CEST | MinReturn                   129.912
2021-04-08 16:02:40.611996 CEST | Iteration                    43
2021-04-08 16:02:40.612158 CEST | AverageDiscountedReturn     219.659
2021-04-08 16:02:40.612327 CEST | AverageReturn               281.994
2021-04-08 16:02:40.612489 CEST | ExplainedVariance            -0.161077
2021-04-08 16:02:40.612651 CEST | NumTrajs                     14
2021-04-08 16:02:40.612812 CEST | Entropy                       1.41388
2021-04-08 16:02:40.612973 CEST | Perplexity                    4.11189
2021-04-08 16:02:40.613137 CEST | StdReturn                   282.03
2021-04-08 16:02:40.613309 CEST | MaxReturn                   929.701
2021-04-08 16:02:40.613463 CEST | MinReturn                     0
2021-04-08 16:02:40.613631 CEST | Iteration                    43
2021-04-08 16:02:40.613797 CEST | AverageDiscountedReturn     273.32
2021-04-08 16:02:40.613950 CEST | AverageReturn               335.2
2021-04-08 16:02:40.614112 CEST | ExplainedVariance             0.369985
2021-04-08 16:02:40.614272 CEST | NumTrajs                     13
2021-04-08 16:02:40.614429 CEST | Entropy                       1.41388
2021-04-08 16:02:40.614602 CEST | Perplexity                    4.11189
2021-04-08 16:02:40.614797 CEST | StdReturn                   186.42
2021-04-08 16:02:40.614953 CEST | MaxReturn                   599.727
2021-04-08 16:02:40.615136 CEST | MinReturn                     9.97933
2021-04-08 16:02:40.615286 CEST | Iteration                    43
2021-04-08 16:02:40.615442 CEST | AverageDiscountedReturn     254.385
2021-04-08 16:02:40.615606 CEST | AverageReturn               327.317
2021-04-08 16:02:40.615760 CEST | ExplainedVariance            -0.925379
2021-04-08 16:02:40.615920 CEST | NumTrajs                     12
2021-04-08 16:02:40.616080 CEST | Entropy                       1.41388
2021-04-08 16:02:40.616235 CEST | Perplexity                    4.11189
2021-04-08 16:02:40.616389 CEST | StdReturn                   278.175
2021-04-08 16:02:40.616543 CEST | MaxReturn                   999.633
2021-04-08 16:02:40.616699 CEST | MinReturn                     0
2021-04-08 16:02:40.616854 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.617021 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.617187 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.617348 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.617501 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.617659 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.617821 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.617989 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.618155 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.618312 CEST | AveragePolicyStd              0.994958
2021-04-08 16:02:40.618465 CEST | Iteration                    44
2021-04-08 16:02:40.618611 CEST | AverageDiscountedReturn     474.301
2021-04-08 16:02:40.618761 CEST | AverageReturn               701.356
2021-04-08 16:02:40.618921 CEST | ExplainedVariance             0.301038
2021-04-08 16:02:40.619129 CEST | NumTrajs                      6
2021-04-08 16:02:40.619275 CEST | Entropy                       1.41176
2021-04-08 16:02:40.619438 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.619590 CEST | StdReturn                   340.775
2021-04-08 16:02:40.619730 CEST | MaxReturn                   999.789
2021-04-08 16:02:40.619879 CEST | MinReturn                   129.886
2021-04-08 16:02:40.620049 CEST | Iteration                    44
2021-04-08 16:02:40.620222 CEST | AverageDiscountedReturn     281.116
2021-04-08 16:02:40.620374 CEST | AverageReturn               358.116
2021-04-08 16:02:40.620528 CEST | ExplainedVariance             0.0463823
2021-04-08 16:02:40.620676 CEST | NumTrajs                     12
2021-04-08 16:02:40.620847 CEST | Entropy                       1.41176
2021-04-08 16:02:40.621003 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.621169 CEST | StdReturn                   253.67
2021-04-08 16:02:40.621325 CEST | MaxReturn                   999.445
2021-04-08 16:02:40.621478 CEST | MinReturn                     9.98012
2021-04-08 16:02:40.621632 CEST | Iteration                    44
2021-04-08 16:02:40.621804 CEST | AverageDiscountedReturn     388.137
2021-04-08 16:02:40.621950 CEST | AverageReturn               513.462
2021-04-08 16:02:40.622119 CEST | ExplainedVariance             0.392784
2021-04-08 16:02:40.622280 CEST | NumTrajs                      8
2021-04-08 16:02:40.622437 CEST | Entropy                       1.41176
2021-04-08 16:02:40.622590 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.622745 CEST | StdReturn                   222.295
2021-04-08 16:02:40.622904 CEST | MaxReturn                   839.701
2021-04-08 16:02:40.623059 CEST | MinReturn                   169.814
2021-04-08 16:02:40.623238 CEST | Iteration                    44
2021-04-08 16:02:40.623387 CEST | AverageDiscountedReturn     358.955
2021-04-08 16:02:40.623539 CEST | AverageReturn               496.059
2021-04-08 16:02:40.623697 CEST | ExplainedVariance             0.115933
2021-04-08 16:02:40.623859 CEST | NumTrajs                      8
2021-04-08 16:02:40.624011 CEST | Entropy                       1.41176
2021-04-08 16:02:40.624179 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.624342 CEST | StdReturn                   336.173
2021-04-08 16:02:40.624501 CEST | MaxReturn                   999.832
2021-04-08 16:02:40.624667 CEST | MinReturn                   129.89
2021-04-08 16:02:40.624825 CEST | Iteration                    44
2021-04-08 16:02:40.624978 CEST | AverageDiscountedReturn     417.917
2021-04-08 16:02:40.625130 CEST | AverageReturn               575.413
2021-04-08 16:02:40.625286 CEST | ExplainedVariance             0.293628
2021-04-08 16:02:40.625437 CEST | NumTrajs                      7
2021-04-08 16:02:40.625588 CEST | Entropy                       1.41176
2021-04-08 16:02:40.625750 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.625901 CEST | StdReturn                   270.375
2021-04-08 16:02:40.626060 CEST | MaxReturn                   999.51
2021-04-08 16:02:40.626212 CEST | MinReturn                   119.901
2021-04-08 16:02:40.626367 CEST | Iteration                    44
2021-04-08 16:02:40.626519 CEST | AverageDiscountedReturn     277.206
2021-04-08 16:02:40.626667 CEST | AverageReturn               339.772
2021-04-08 16:02:40.626823 CEST | ExplainedVariance             0.526193
2021-04-08 16:02:40.626974 CEST | NumTrajs                     12
2021-04-08 16:02:40.627140 CEST | Entropy                       1.41176
2021-04-08 16:02:40.627307 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.627455 CEST | StdReturn                   189.273
2021-04-08 16:02:40.627611 CEST | MaxReturn                   789.591
2021-04-08 16:02:40.627769 CEST | MinReturn                   129.854
2021-04-08 16:02:40.627922 CEST | Iteration                    44
2021-04-08 16:02:40.628077 CEST | AverageDiscountedReturn     407.552
2021-04-08 16:02:40.628232 CEST | AverageReturn               586.861
2021-04-08 16:02:40.628389 CEST | ExplainedVariance            -0.0341955
2021-04-08 16:02:40.628545 CEST | NumTrajs                      7
2021-04-08 16:02:40.628701 CEST | Entropy                       1.41176
2021-04-08 16:02:40.628855 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.629008 CEST | StdReturn                   361.495
2021-04-08 16:02:40.629163 CEST | MaxReturn                   999.581
2021-04-08 16:02:40.629318 CEST | MinReturn                     9.98111
2021-04-08 16:02:40.629482 CEST | Iteration                    44
2021-04-08 16:02:40.629636 CEST | AverageDiscountedReturn     357.663
2021-04-08 16:02:40.629795 CEST | AverageReturn               492.289
2021-04-08 16:02:40.629951 CEST | ExplainedVariance             0.233553
2021-04-08 16:02:40.630130 CEST | NumTrajs                      8
2021-04-08 16:02:40.630291 CEST | Entropy                       1.41176
2021-04-08 16:02:40.630443 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.630599 CEST | StdReturn                   329.455
2021-04-08 16:02:40.630752 CEST | MaxReturn                   999.762
2021-04-08 16:02:40.630912 CEST | MinReturn                     9.98
2021-04-08 16:02:40.631066 CEST | Iteration                    44
2021-04-08 16:02:40.631243 CEST | AverageDiscountedReturn     389.656
2021-04-08 16:02:40.631394 CEST | AverageReturn               542.224
2021-04-08 16:02:40.631544 CEST | ExplainedVariance             0.573132
2021-04-08 16:02:40.631704 CEST | NumTrajs                      8
2021-04-08 16:02:40.631867 CEST | Entropy                       1.41176
2021-04-08 16:02:40.632011 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.632175 CEST | StdReturn                   322.197
2021-04-08 16:02:40.632328 CEST | MaxReturn                   999.676
2021-04-08 16:02:40.632476 CEST | MinReturn                   109.883
2021-04-08 16:02:40.632636 CEST | Iteration                    44
2021-04-08 16:02:40.632784 CEST | AverageDiscountedReturn     416.921
2021-04-08 16:02:40.632945 CEST | AverageReturn               570.959
2021-04-08 16:02:40.633098 CEST | ExplainedVariance             0.33095
2021-04-08 16:02:40.633254 CEST | NumTrajs                      8
2021-04-08 16:02:40.633412 CEST | Entropy                       1.41176
2021-04-08 16:02:40.633565 CEST | Perplexity                    4.10317
2021-04-08 16:02:40.633720 CEST | StdReturn                   261.739
2021-04-08 16:02:40.633876 CEST | MaxReturn                   999.64
2021-04-08 16:02:40.634037 CEST | MinReturn                   149.892
2021-04-08 16:02:40.634191 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.634340 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.634497 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.634646 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.634797 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.634944 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.635167 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.635500 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.635774 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.636045 CEST | AveragePolicyStd              0.992847
2021-04-08 16:02:40.636306 CEST | Iteration                    45
2021-04-08 16:02:40.636563 CEST | AverageDiscountedReturn     507.533
2021-04-08 16:02:40.636819 CEST | AverageReturn               757.987
2021-04-08 16:02:40.637088 CEST | ExplainedVariance             0.475351
2021-04-08 16:02:40.637341 CEST | NumTrajs                      6
2021-04-08 16:02:40.637612 CEST | Entropy                       1.40786
2021-04-08 16:02:40.637879 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.638133 CEST | StdReturn                   310.237
2021-04-08 16:02:40.638385 CEST | MaxReturn                   999.782
2021-04-08 16:02:40.638637 CEST | MinReturn                   159.859
2021-04-08 16:02:40.638923 CEST | Iteration                    45
2021-04-08 16:02:40.639222 CEST | AverageDiscountedReturn     583.393
2021-04-08 16:02:40.639489 CEST | AverageReturn               891.646
2021-04-08 16:02:40.639756 CEST | ExplainedVariance             0.773659
2021-04-08 16:02:40.640007 CEST | NumTrajs                      5
2021-04-08 16:02:40.640274 CEST | Entropy                       1.40786
2021-04-08 16:02:40.640526 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.640778 CEST | StdReturn                   191.971
2021-04-08 16:02:40.641029 CEST | MaxReturn                   999.761
2021-04-08 16:02:40.641296 CEST | MinReturn                   509.679
2021-04-08 16:02:40.641631 CEST | Iteration                    45
2021-04-08 16:02:40.641924 CEST | AverageDiscountedReturn     528.141
2021-04-08 16:02:40.642278 CEST | AverageReturn               792.925
2021-04-08 16:02:40.642565 CEST | ExplainedVariance             0.491013
2021-04-08 16:02:40.642844 CEST | NumTrajs                      6
2021-04-08 16:02:40.643159 CEST | Entropy                       1.40786
2021-04-08 16:02:40.643486 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.643798 CEST | StdReturn                   292.38
2021-04-08 16:02:40.643970 CEST | MaxReturn                   999.76
2021-04-08 16:02:40.644137 CEST | MinReturn                   359.735
2021-04-08 16:02:40.644340 CEST | Iteration                    45
2021-04-08 16:02:40.644512 CEST | AverageDiscountedReturn     431.627
2021-04-08 16:02:40.644697 CEST | AverageReturn               649.712
2021-04-08 16:02:40.644865 CEST | ExplainedVariance             0.534403
2021-04-08 16:02:40.645065 CEST | NumTrajs                      7
2021-04-08 16:02:40.645273 CEST | Entropy                       1.40786
2021-04-08 16:02:40.645481 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.645680 CEST | StdReturn                   408.972
2021-04-08 16:02:40.645872 CEST | MaxReturn                   999.74
2021-04-08 16:02:40.646059 CEST | MinReturn                     0
2021-04-08 16:02:40.646240 CEST | Iteration                    45
2021-04-08 16:02:40.646431 CEST | AverageDiscountedReturn     452.688
2021-04-08 16:02:40.646609 CEST | AverageReturn               663.04
2021-04-08 16:02:40.646807 CEST | ExplainedVariance             0.765148
2021-04-08 16:02:40.646997 CEST | NumTrajs                      6
2021-04-08 16:02:40.647218 CEST | Entropy                       1.40786
2021-04-08 16:02:40.647409 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.647596 CEST | StdReturn                   339.29
2021-04-08 16:02:40.647777 CEST | MaxReturn                   999.789
2021-04-08 16:02:40.647966 CEST | MinReturn                     9.98043
2021-04-08 16:02:40.648143 CEST | Iteration                    45
2021-04-08 16:02:40.648339 CEST | AverageDiscountedReturn     451.323
2021-04-08 16:02:40.648523 CEST | AverageReturn               676.352
2021-04-08 16:02:40.648717 CEST | ExplainedVariance             0.564754
2021-04-08 16:02:40.648899 CEST | NumTrajs                      6
2021-04-08 16:02:40.649078 CEST | Entropy                       1.40786
2021-04-08 16:02:40.649258 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.649434 CEST | StdReturn                   382.848
2021-04-08 16:02:40.649618 CEST | MaxReturn                   999.704
2021-04-08 16:02:40.649803 CEST | MinReturn                     9.98102
2021-04-08 16:02:40.649974 CEST | Iteration                    45
2021-04-08 16:02:40.650149 CEST | AverageDiscountedReturn     434.699
2021-04-08 16:02:40.650328 CEST | AverageReturn               633.914
2021-04-08 16:02:40.650504 CEST | ExplainedVariance             0.591689
2021-04-08 16:02:40.650680 CEST | NumTrajs                      7
2021-04-08 16:02:40.650857 CEST | Entropy                       1.40786
2021-04-08 16:02:40.651035 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.651296 CEST | StdReturn                   362.319
2021-04-08 16:02:40.651484 CEST | MaxReturn                   999.659
2021-04-08 16:02:40.651673 CEST | MinReturn                   149.89
2021-04-08 16:02:40.651849 CEST | Iteration                    45
2021-04-08 16:02:40.652018 CEST | AverageDiscountedReturn     501.504
2021-04-08 16:02:40.652215 CEST | AverageReturn               772.978
2021-04-08 16:02:40.652403 CEST | ExplainedVariance             0.687338
2021-04-08 16:02:40.652634 CEST | NumTrajs                      6
2021-04-08 16:02:40.652825 CEST | Entropy                       1.40786
2021-04-08 16:02:40.652995 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.653162 CEST | StdReturn                   369.827
2021-04-08 16:02:40.653375 CEST | MaxReturn                   999.651
2021-04-08 16:02:40.653555 CEST | MinReturn                     0
2021-04-08 16:02:40.653716 CEST | Iteration                    45
2021-04-08 16:02:40.653916 CEST | AverageDiscountedReturn     627.645
2021-04-08 16:02:40.654089 CEST | AverageReturn               983.676
2021-04-08 16:02:40.654272 CEST | ExplainedVariance             0.821615
2021-04-08 16:02:40.654456 CEST | NumTrajs                      5
2021-04-08 16:02:40.654626 CEST | Entropy                       1.40786
2021-04-08 16:02:40.654798 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.654968 CEST | StdReturn                    32.0947
2021-04-08 16:02:40.655164 CEST | MaxReturn                   999.775
2021-04-08 16:02:40.655309 CEST | MinReturn                   919.487
2021-04-08 16:02:40.655479 CEST | Iteration                    45
2021-04-08 16:02:40.655658 CEST | AverageDiscountedReturn     422.52
2021-04-08 16:02:40.655838 CEST | AverageReturn               666.46
2021-04-08 16:02:40.656006 CEST | ExplainedVariance             0.928885
2021-04-08 16:02:40.656201 CEST | NumTrajs                      6
2021-04-08 16:02:40.656367 CEST | Entropy                       1.40786
2021-04-08 16:02:40.656556 CEST | Perplexity                    4.08718
2021-04-08 16:02:40.656724 CEST | StdReturn                   471.258
2021-04-08 16:02:40.656890 CEST | MaxReturn                   999.83
2021-04-08 16:02:40.657060 CEST | MinReturn                     0
2021-04-08 16:02:40.657234 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.657432 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.657608 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.657773 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.657949 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.658122 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.658286 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.658463 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.658638 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.658819 CEST | AveragePolicyStd              0.988979
2021-04-08 16:02:40.658983 CEST | Iteration                    46
2021-04-08 16:02:40.659184 CEST | AverageDiscountedReturn     555.324
2021-04-08 16:02:40.659354 CEST | AverageReturn               839.512
2021-04-08 16:02:40.659531 CEST | ExplainedVariance             0.596564
2021-04-08 16:02:40.659697 CEST | NumTrajs                      5
2021-04-08 16:02:40.659861 CEST | Entropy                       1.40422
2021-04-08 16:02:40.660027 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.660193 CEST | StdReturn                   243.982
2021-04-08 16:02:40.660362 CEST | MaxReturn                   999.536
2021-04-08 16:02:40.660537 CEST | MinReturn                   369.648
2021-04-08 16:02:40.660702 CEST | Iteration                    46
2021-04-08 16:02:40.660868 CEST | AverageDiscountedReturn     618.312
2021-04-08 16:02:40.661039 CEST | AverageReturn               961.588
2021-04-08 16:02:40.661203 CEST | ExplainedVariance             0.927618
2021-04-08 16:02:40.661378 CEST | NumTrajs                      5
2021-04-08 16:02:40.661552 CEST | Entropy                       1.40422
2021-04-08 16:02:40.661710 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.661876 CEST | StdReturn                    76.1247
2021-04-08 16:02:40.662052 CEST | MaxReturn                   999.735
2021-04-08 16:02:40.662221 CEST | MinReturn                   809.338
2021-04-08 16:02:40.662392 CEST | Iteration                    46
2021-04-08 16:02:40.662544 CEST | AverageDiscountedReturn     617.403
2021-04-08 16:02:40.662713 CEST | AverageReturn               959.567
2021-04-08 16:02:40.662871 CEST | ExplainedVariance             0.932704
2021-04-08 16:02:40.663028 CEST | NumTrajs                      5
2021-04-08 16:02:40.663213 CEST | Entropy                       1.40422
2021-04-08 16:02:40.663412 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.663590 CEST | StdReturn                    80.0986
2021-04-08 16:02:40.663757 CEST | MaxReturn                   999.679
2021-04-08 16:02:40.663942 CEST | MinReturn                   799.37
2021-04-08 16:02:40.664103 CEST | Iteration                    46
2021-04-08 16:02:40.664267 CEST | AverageDiscountedReturn     633.726
2021-04-08 16:02:40.664432 CEST | AverageReturn               999.597
2021-04-08 16:02:40.664596 CEST | ExplainedVariance             0.972868
2021-04-08 16:02:40.664760 CEST | NumTrajs                      4
2021-04-08 16:02:40.664929 CEST | Entropy                       1.40422
2021-04-08 16:02:40.665098 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.665271 CEST | StdReturn                     0.0791431
2021-04-08 16:02:40.665453 CEST | MaxReturn                   999.732
2021-04-08 16:02:40.665616 CEST | MinReturn                   999.531
2021-04-08 16:02:40.665777 CEST | Iteration                    46
2021-04-08 16:02:40.665944 CEST | AverageDiscountedReturn     471.93
2021-04-08 16:02:40.666114 CEST | AverageReturn               724.785
2021-04-08 16:02:40.666282 CEST | ExplainedVariance             0.611157
2021-04-08 16:02:40.666445 CEST | NumTrajs                      6
2021-04-08 16:02:40.666612 CEST | Entropy                       1.40422
2021-04-08 16:02:40.666774 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.666923 CEST | StdReturn                   401.738
2021-04-08 16:02:40.667105 CEST | MaxReturn                   999.811
2021-04-08 16:02:40.667263 CEST | MinReturn                     0
2021-04-08 16:02:40.667428 CEST | Iteration                    46
2021-04-08 16:02:40.667574 CEST | AverageDiscountedReturn     511.463
2021-04-08 16:02:40.667738 CEST | AverageReturn               791.189
2021-04-08 16:02:40.667957 CEST | ExplainedVariance             0.709258
2021-04-08 16:02:40.668124 CEST | NumTrajs                      6
2021-04-08 16:02:40.668298 CEST | Entropy                       1.40422
2021-04-08 16:02:40.668458 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.668622 CEST | StdReturn                   362.041
2021-04-08 16:02:40.668778 CEST | MaxReturn                   999.74
2021-04-08 16:02:40.668941 CEST | MinReturn                     9.98231
2021-04-08 16:02:40.669100 CEST | Iteration                    46
2021-04-08 16:02:40.669265 CEST | AverageDiscountedReturn     569.715
2021-04-08 16:02:40.669438 CEST | AverageReturn               857.529
2021-04-08 16:02:40.669594 CEST | ExplainedVariance             0.768043
2021-04-08 16:02:40.669755 CEST | NumTrajs                      5
2021-04-08 16:02:40.669911 CEST | Entropy                       1.40422
2021-04-08 16:02:40.670065 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.670225 CEST | StdReturn                   186.173
2021-04-08 16:02:40.670377 CEST | MaxReturn                   999.69
2021-04-08 16:02:40.670536 CEST | MinReturn                   539.613
2021-04-08 16:02:40.670705 CEST | Iteration                    46
2021-04-08 16:02:40.670855 CEST | AverageDiscountedReturn     632.755
2021-04-08 16:02:40.671020 CEST | AverageReturn               997.025
2021-04-08 16:02:40.671213 CEST | ExplainedVariance             0.912339
2021-04-08 16:02:40.671373 CEST | NumTrajs                      4
2021-04-08 16:02:40.671533 CEST | Entropy                       1.40422
2021-04-08 16:02:40.671691 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.671857 CEST | StdReturn                     4.47576
2021-04-08 16:02:40.672031 CEST | MaxReturn                   999.651
2021-04-08 16:02:40.672201 CEST | MinReturn                   989.273
2021-04-08 16:02:40.672368 CEST | Iteration                    46
2021-04-08 16:02:40.672545 CEST | AverageDiscountedReturn     625.115
2021-04-08 16:02:40.672715 CEST | AverageReturn               977.529
2021-04-08 16:02:40.672901 CEST | ExplainedVariance             0.977482
2021-04-08 16:02:40.673065 CEST | NumTrajs                      5
2021-04-08 16:02:40.673228 CEST | Entropy                       1.40422
2021-04-08 16:02:40.673381 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.673550 CEST | StdReturn                    44.0032
2021-04-08 16:02:40.673740 CEST | MaxReturn                   999.787
2021-04-08 16:02:40.673915 CEST | MinReturn                   889.523
2021-04-08 16:02:40.674083 CEST | Iteration                    46
2021-04-08 16:02:40.674302 CEST | AverageDiscountedReturn     592.926
2021-04-08 16:02:40.674460 CEST | AverageReturn               911.486
2021-04-08 16:02:40.674614 CEST | ExplainedVariance             0.700257
2021-04-08 16:02:40.674764 CEST | NumTrajs                      5
2021-04-08 16:02:40.674909 CEST | Entropy                       1.40422
2021-04-08 16:02:40.675105 CEST | Perplexity                    4.07236
2021-04-08 16:02:40.675258 CEST | StdReturn                   175.914
2021-04-08 16:02:40.675438 CEST | MaxReturn                   999.477
2021-04-08 16:02:40.675592 CEST | MinReturn                   559.657
2021-04-08 16:02:40.675754 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.675905 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.676061 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.676217 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.676382 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.676539 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.676693 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.676851 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.677003 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.677153 CEST | AveragePolicyStd              0.985392
2021-04-08 16:02:40.677304 CEST | Iteration                    47
2021-04-08 16:02:40.677454 CEST | AverageDiscountedReturn     633.672
2021-04-08 16:02:40.677604 CEST | AverageReturn               999.516
